Id,Name,Score,Genres,English,Japanese,Type,Episodes,Producers,Licensors,Studios,Source,Duration,Rating,Ranked,Popularity,Members,Favorites,Min_Duration,Aired_Start,Aired_End,Premiered_Year,Premiered_Season
12971,Himitsu no Akko-chan: Umi da! Obake da!! Natsu Matsuri,5.89,"Magic, Shoujo",Unknown,ひみつのアッコちゃん 海だ! おばけだ!! 夏祭り,Movie,1,Unknown,Unknown,Toei Animation,Unknown,24 min.,G,8568,12470,439,0,24.0,"Jul 15, 1989",Unknown,Unknown,Unknown
12979,Naruto SD: Rock Lee no Seishun Full-Power Ninden,7.14,"Action, Comedy, Parody",NARUTO Spin-Off:Rock Lee & His Ninja Pals,ナルトSD ロック・リーの青春フルパワー忍伝,TV,51,TV Tokyo,VIZ Media,Studio Pierrot,Manga,24 min. per ep.,PG-13,3032,1898,64979,323,24.0,"Apr 3, 2012","Mar 26, 2013",2012,Spring
12991,Katte ni Kaizou Specials,6.42,"Comedy, Parody, School, Sci-Fi, Shounen",Unknown,かってに改蔵,Special,3,Unknown,Unknown,Shaft,Manga,7 min. per ep.,R+,6330,8175,2603,2,7.0,"May 25, 2011","Oct 26, 2011",Unknown,Unknown
12995,Dark Blue,5.93,Hentai,Unknown,Dark Blue,OVA,2,Unknown,Unknown,PoRO,Visual novel,30 min. per ep.,Hentai,0,5609,7172,16,30.0,"Apr 27, 2012","Mar 29, 2013",Unknown,Unknown
12997,Please ♥♥♥♥ Me!,6.83,Hentai,Unknown,プリーズ・♡♡♡♡・ミー！,OVA,2,Unknown,Unknown,Collaboration Works,Visual novel,30 min. per ep.,Hentai,0,4281,14050,126,30.0,"Apr 27, 2012","Aug 31, 2012",Unknown,Unknown
13019,Aneki no Kounai Kaikinbi,5.49,Hentai,Unknown,アネキの口内解禁日,OVA,1,ChiChinoya,Unknown,Unknown,Original,17 min.,Hentai,0,5659,7020,41,17.0,"Feb 17, 2012",Unknown,Unknown,Unknown
13029,Arashi no Yoru ni: Himitsu no Tomodachi,6.76,"Adventure, Drama",Unknown,あらしのよるに ひみつのともだち,TV,26,Bandai Visual,Unknown,Sparky Animation,Book,23 min. per ep.,G,4602,8486,2295,8,23.0,"Apr 4, 2012","Sep 26, 2012",2012,Spring
13047,Anime Koukyoushi: Jungle Taitei,6.51,"Adventure, Kids, Shounen",Unknown,アニメ交響詩 ジャングル大帝,OVA,1,Tezuka Productions,Unknown,Madhouse,Manga,51 min.,G,5847,10801,862,3,51.0,"Apr 1, 1991",Unknown,Unknown,Unknown
13055,Sankarea OVA,7.25,"Comedy, Ecchi, Horror, Romance, Shounen, Supernatural",Unknown,さんかれあ,OVA,2,Lantis,Unknown,Studio Deen,Manga,24 min. per ep.,R+,2556,1528,90529,52,24.0,"Jun 8, 2012","Nov 9, 2012",Unknown,Unknown
13057,Peace Hame!,7.12,Hentai,Unknown,ピスはめ！,OVA,6,Queen Bee,Unknown,Studio 9 MAiami,Manga,20 min. per ep.,Hentai,0,5138,8865,87,20.0,"Mar 16, 2012","Apr 19, 2013",Unknown,Unknown
13073,Tennis no Ouji-sama: Another Story II - Ano Toki no Bokura Specials,7.17,"Sports, Shounen",Unknown,テニスの王子様 OVA ANOTHER STORYⅡ～アノトキノボクラ,Special,2,M.S.C,Unknown,Production I.G,Unknown,3 min. per ep.,PG-13,2920,6953,4152,2,3.0,"Aug 26, 2011","Oct 26, 2011",Unknown,Unknown
13087,Youkoso Uchuujin,5.44,Comedy,Unknown,ようこそ宇宙人,Movie,1,Unknown,Unknown,Unknown,Original,15 min.,G,9829,13001,353,0,15.0,1966,Unknown,Unknown,Unknown
13091,Ojiichan ga Kaizoku Datta Koro,5.62,Comedy,Unknown,おじいちゃんが海賊だった頃,Movie,1,Unknown,Unknown,Unknown,Original,3 min.,G,9364,13797,274,0,3.0,1968,Unknown,Unknown,Unknown
13093,Nazo no Kanojo X: Nazo no Natsu Matsuri,7.25,"Ecchi, Romance, Mystery, Seinen",Mysterious Girlfriend X:A Mysterious Summer Festival,謎の彼女X 謎の夏祭り,OVA,1,Hoods Entertainment,Unknown,Unknown,Manga,26 min.,PG-13,2577,2933,30819,55,26.0,"Aug 23, 2012",Unknown,Unknown,Unknown
13115,Hakuouki Reimeiroku,7.48,"Action, Historical, Supernatural, Drama, Samurai, Josei",Hakuoki ~Demon of the Fleeting Blossom~ Dawn of the Shinsengumi,薄桜鬼 黎明録,TV,12,Unknown,Sentai Filmworks,Studio Deen,Visual novel,23 min. per ep.,R-17+,1632,2294,48480,155,23.0,"Jul 10, 2012","Sep 25, 2012",2012,Summer
13117,Hakuouki Movie 1: Kyoto Ranbu,7.67,"Action, Historical, Supernatural, Drama, Samurai, Josei",Hakuoki ~Demon of the Fleeting Blossom~ Wild Dance of Kyoto,劇場版 薄桜鬼 第一章 京都乱舞,Movie,1,Geneon Universal Entertainment,Sentai Filmworks,Studio Deen,Visual novel,1 hr. 35 min.,PG-13,1108,3366,23599,88,95.0,"Aug 24, 2013",Unknown,Unknown,Unknown
13119,Hakuouki Movie 2: Shikon Soukyuu,7.77,"Action, Historical, Supernatural, Drama, Samurai, Josei",Hakuoki ~Demon of the Fleeting Blossom~ Warrior Spirit of the Blue Sky,劇場版 薄桜鬼 第二章 士魂蒼穹,Movie,1,Unknown,Sentai Filmworks,Studio Deen,Visual novel,1 hr. 27 min.,PG-13,882,3837,17970,75,87.0,"Mar 8, 2014",Unknown,Unknown,Unknown
13125,Shinsekai yori,8.35,"Drama, Horror, Mystery, Psychological, Sci-Fi, Supernatural",From the New World,新世界より,TV,25,Aniplex,Sentai Filmworks,A-1 Pictures,Novel,22 min. per ep.,R-17+,187,168,619318,20535,22.0,"Sep 29, 2012","Mar 23, 2013",2012,Fall
13137,Itsuka Tenma no Kuro Usagi Special,6.36,"Comedy, Ecchi",Unknown,いつか天魔の黒ウサギ スペシャル,Special,1,Unknown,Unknown,Zexcs,Light novel,3 min.,PG-13,6605,6311,5343,2,3.0,"Feb 24, 2012",Unknown,Unknown,Unknown
13139,Gakkatsu!,6.5,"Comedy, School",Unknown,ガッ活!,TV,25,Fanworks,Unknown,NHK,Original,5 min. per ep.,G,5883,5792,6643,7,5.0,"Apr 3, 2012","Sep 18, 2012",2012,Spring
13141,Shiba Inuko-san,5.77,Comedy,Unknown,しばいぬ子さん,TV,26,DAX Production,Unknown,Hotline,Manga,1 min. per ep.,G,8940,5217,8571,12,1.0,"Apr 1, 2012","Sep 23, 2012",2012,Spring
13145,Cardfight!! Vanguard: Asia Circuit-hen,6.84,"Action, Game, Adventure, Demons, Shounen",Cardfight!! Vanguard Asia Circuit,カードファイト!! ヴァンガード アジアサーキット編,TV,39,TV Tokyo,Unknown,TMS Entertainment,Original,24 min. per ep.,PG-13,4261,3702,19641,34,24.0,"Apr 8, 2012","Jan 2, 2013",2012,Spring
13159,Kuromajo-san ga Tooru!!,6.49,"Comedy, Magic, School, Slice of Life",Here Comes the Black Witch!!,黒魔女さんが通る!!,TV,60,NHK,Unknown,Shin-Ei Animation,Novel,7 min. per ep.,PG,5968,5382,7933,10,7.0,"Apr 4, 2012","Feb 19, 2014",2012,Spring
13161,Hagure Yuusha no Aesthetica,6.89,"Action, Super Power, Ecchi, Fantasy",Aesthetica of a Rogue Hero,はぐれ勇者の鬼畜美学〈エステティカ〉,TV,12,Genco,Funimation,Arms,Light novel,24 min. per ep.,R+,4090,431,323353,1096,24.0,"Jul 6, 2012","Sep 21, 2012",2012,Summer
13163,Furusato Saisei: Nippon no Mukashibanashi,7.0,"Historical, Kids, Supernatural",Folktales from Japan,ふるさと再生 日本の昔ばなし,TV,258,TV Tokyo,Unknown,Tomason,Other,24 min. per ep.,G,3646,4975,9635,26,24.0,"Apr 1, 2012","Mar 26, 2017",2012,Spring
13165,Paboo & Mojies,Unknown,Kids,Paboo & Mojies,パブー＆モジーズ,TV,52,Unknown,Nelvana,Dongwoo A&E,Original,11 min. per ep.,G,11446,14427,228,0,11.0,"Apr 2, 2012","Mar 2, 2013",2012,Spring
13169,Buta,6.46,"Adventure, Comedy, Fantasy, Historical",Unknown,BUTA,Movie,1,Unknown,Unknown,Telecom Animation Film,Original,24 min.,G,6082,5390,7864,5,24.0,"Mar 5, 2012",Unknown,Unknown,Unknown
13171,Wasurenagumo,7.1,"Comedy, Supernatural",Li'l Spider Girl,わすれなぐも,Movie,1,Unknown,Unknown,Production I.G,Original,25 min.,PG-13,3200,2993,29681,42,25.0,"Mar 12, 2012",Unknown,Unknown,Unknown
13173,Puka Puka Juju,6.69,"Fantasy, Slice of Life",Unknown,ぷかぷかジュジュ,Movie,1,The Answer Studio,Unknown,Unknown,Original,24 min.,G,4960,6575,4798,5,24.0,"Mar 19, 2012",Unknown,Unknown,Unknown
13175,Shiranpuri (Movie),6.29,"Drama, School",Unknown,しらんぷり,Movie,1,Unknown,Unknown,Shirogumi,Original,24 min.,R-17+,6957,6933,4198,0,24.0,"Mar 26, 2012",Unknown,Unknown,Unknown
13183,Fate/Zero Remix,7.07,"Action, Fantasy, Supernatural",Unknown,フェイト/ゼロ Remix,Special,2,Aniplex,Unknown,ufotable,Light novel,24 min. per ep.,R-17+,3353,3675,19788,12,24.0,"Mar 25, 2012","Apr 1, 2012",Unknown,Unknown
13185,Juusen Battle Monsuno,6.31,"Action, Adventure",Monsuno:World Master,獣旋バトル モンスーノ,TV,52,TV Tokyo,Dentsu Entertainment USA,Larx Entertainment,Unknown,22 min. per ep.,PG,6848,6333,5356,15,22.0,"Oct 3, 2012","Sep 25, 2013",2012,Fall
13201,Monster Farm: Legend e no Michi,6.75,"Action, Adventure, Comedy, Fantasy",Monster Rancher (2000),モンスターファーム～伝説[レジェンド]への道～,TV,25,Unknown,ADV Films,TMS Entertainment,Game,24 min. per ep.,PG,4697,4407,13008,9,24.0,"Apr 1, 2000","Sep 30, 2000",2000,Spring
13203,Lupin the Third: Mine Fujiko to Iu Onna,7.78,"Action, Adventure, Comedy, Ecchi, Samurai, Seinen","Lupin the Third, The Woman Called Fujiko Mine",LUPIN the Third ～峰不二子という女～,TV,13,Tohokushinsha Film Corporation,Funimation,TMS Entertainment,Manga,23 min. per ep.,R+,866,2312,47841,370,23.0,"Apr 5, 2012","Jun 28, 2012",2012,Spring
13215,Guskou Budori no Denki (2012),6.27,"Slice of Life, Kids, Drama, Fantasy",The Life of Budori Gusuko,グスコーブドリの伝記,Movie,1,Bandai Visual,Sentai Filmworks,Tezuka Productions,Novel,1 hr. 46 min.,G,7032,6420,5095,9,106.0,"Jul 7, 2012",Unknown,Unknown,Unknown
13217,Hishoka Drop The Animation,6.35,Hentai,Unknown,秘書課ドロップ THE ANIMATION,OVA,1,Pink Pineapple,Unknown,G-Lam,Manga,26 min.,Hentai,0,7274,3740,14,26.0,"May 25, 2012",Unknown,Unknown,Unknown
13219,Himesama Gentei!,6.85,Hentai,Unknown,姫様限定!,OVA,2,Unknown,Unknown,PoRO,Visual novel,30 min. per ep.,Hentai,0,5423,7776,27,30.0,"May 25, 2012","Oct 26, 2012",Unknown,Unknown
13221,Kyonyuu Fantasy,7.38,"Harem, Hentai, Demons, Supernatural, Fantasy",Unknown,巨乳ファンタジー,OVA,2,Unknown,Unknown,Majin,Visual novel,29 min. per ep.,Hentai,0,3500,21831,416,29.0,"May 25, 2012","Jul 27, 2012",Unknown,Unknown
13223,Bible Black: New Testament Recap,6.37,Hentai,Unknown,新バイブルブラック 完全版 「Restored ～輪廻～」,OVA,1,Milky Animation Label,Unknown,Unknown,Visual novel,1 hr. 20 min.,Hentai,0,6339,5318,14,80.0,"Jun 25, 2008",Unknown,Unknown,Unknown
13231,Metal Fight Beyblade Zero G,6.09,"Adventure, Sports",Beyblade:Shogun Steel,メタルファイト ベイブレード ZEROG,TV,38,Unknown,Unknown,Tatsunoko Production,Manga,12 min. per ep.,PG,7878,4941,9898,14,12.0,"Apr 8, 2012","Dec 23, 2012",2012,Spring
13233,Mugen no Ryvius: Illusion,5.67,Comedy,Unknown,無限のリヴァイアス イリュージョン,ONA,6,Unknown,Unknown,Sunrise,Unknown,7 min. per ep.,PG-13,9258,10889,830,0,7.0,1999,2000,Unknown,Unknown
13239,Mass Effect: Paragon Lost,6.33,"Action, Adventure, Sci-Fi",Mass Effect:Paragon Lost,マスエフェクト～失われたパラゴン,Movie,1,Unknown,Funimation,Production I.G,Game,1 hr. 34 min.,R-17+,6744,5432,7699,14,94.0,"Nov 29, 2012",Unknown,Unknown,Unknown
13245,Shin Tennis no Ouji-sama Specials,7.52,"Action, Comedy, Sports, Shounen",The Prince of Tennis II Specials,新テニスの王子様,Special,7,Nihon Ad Systems,Unknown,Production I.G,Unknown,23 min. per ep.,PG-13,1531,5044,9323,24,23.0,"Apr 20, 2012","Apr 24, 2013",Unknown,Unknown
13249,Lupin VIII,5.58,"Adventure, Comedy, Shounen",Unknown,ルパン8世,Special,1,Unknown,Unknown,TMS Entertainment,Unknown,22 min.,PG-13,9485,8144,2638,0,22.0,"Mar 28, 2012",Unknown,Unknown,Unknown
13251,Shin Hikari Shinwa: Palutena no Kagami,6.4,"Adventure, Fantasy, Comedy",Kid Icarus:Uprising,新・光神話 パルテナの鏡,ONA,3,Unknown,Unknown,Production I.G,Game,6 min. per ep.,PG-13,6439,7468,3481,4,6.0,"Mar 13, 2012","Mar 19, 2012",Unknown,Unknown
13253,Blossom,6.52,Music,Unknown,BLOSSOM,Movie,1,Unknown,Unknown,Ordet,Original,5 min.,G,5799,6876,4313,3,5.0,"Mar 24, 2012",Unknown,Unknown,Unknown
13255,Haru wa Kuru,5.89,Adventure,Unknown,春は来る,ONA,1,Unknown,Unknown,Studio 4°C,Original,4 min.,G,8570,10996,792,0,4.0,"Jan 27, 2012",Unknown,Unknown,Unknown
13261,Inazuma Eleven Go: Chrono Stone,7.17,"Sports, Super Power, Shounen",Unknown,イナズマイレブンGO クロノ・ストーン,TV,51,Unknown,Unknown,OLM,Game,23 min. per ep.,G,2895,2621,38045,296,23.0,"Apr 18, 2012","May 1, 2013",2012,Spring
13263,Fate/Zero: Onegai! Einzbern Soudanshitsu,6.67,Comedy,Fate/Zero:Please! Einzbern Counseling Room,お願い!アインツベルン相談室,Special,6,Aniplex,Aniplex of America,ufotable,Original,15 min. per ep.,PG-13,5046,2918,30944,21,15.0,"Mar 7, 2012","Sep 19, 2012",Unknown,Unknown
13267,Shinryaku!! Ika Musume,7.49,"Slice of Life, Comedy, Shounen",Unknown,侵略!!イカ娘,OVA,3,Lantis,Sentai Filmworks,Diomedéa,Manga,24 min. per ep.,PG-13,1613,3465,22228,19,24.0,"Aug 8, 2012","Sep 8, 2014",Unknown,Unknown
13271,Hunter x Hunter Movie 1: Phantom Rouge,7.24,"Action, Adventure, Fantasy, Shounen, Super Power",Unknown,劇場版 HUNTER×HUNTER 緋色の幻影（ファントム・ルージュ）,Movie,1,VAP,VIZ Media,Madhouse,Manga,1 hr. 37 min.,PG-13,2604,1197,123469,235,97.0,"Jan 12, 2013",Unknown,Unknown,Unknown
13283,One Off,6.44,Slice of Life,Unknown,わんおふ -one off-,OVA,4,Dentsu,Unknown,TYO Animations,Original,15 min. per ep.,PG-13,6205,4327,13646,12,15.0,"Aug 5, 2012","Oct 7, 2012",Unknown,Unknown
13287,Galaxy Angel Specials,6.8,"Comedy, Sci-Fi",Unknown,ギャラクシーエンジェル,Special,2,Broccoli,Nozomi Entertainment,Madhouse,Game,13 min. per ep.,PG-13,4445,9020,1872,1,13.0,"Jan 25, 2002",Unknown,Unknown,Unknown
13299,Houkago no Tinker Bell,5.65,"Comedy, Drama, Mystery, Romance, School, Slice of Life",Unknown,放課後のティンカー・ベル,OVA,1,Youmex,Unknown,Production Reed,Light novel,46 min.,PG-13,9285,11511,639,0,46.0,"Jul 22, 1992",Unknown,Unknown,Unknown
13303,Usogui,5.47,"Game, Psychological, Seinen",Unknown,嘘喰い,OVA,1,Unknown,Unknown,Shueisha,Manga,40 min.,Unknown,9754,9601,1478,1,40.0,"Oct 19, 2012",Unknown,Unknown,Unknown
13311,Henshin Gattai! 5 tsu no Atsuki Tamashii,4.25,"Super Power, Music",Unknown,変身合体!!5つの熱き魂,Music,1,Unknown,Unknown,Gainax,Original,1 min.,G,10980,11727,595,1,1.0,"Jan 28, 2011",Unknown,Unknown,Unknown
13325,Crimson Girls: Chikan Shihai,6.45,Hentai,Unknown,クリムゾンガールズ～痴漢支配～,OVA,3,Rabbit Gate,Unknown,Studio Eromatick,Unknown,19 min. per ep.,Hentai,0,5689,6965,36,19.0,"May 25, 2012","Sep 20, 2015",Unknown,Unknown
13331,Jormungand: Perfect Order,7.94,"Action, Adventure, Seinen",Jormungand Season 2:Perfect Order,ヨルムンガンド PERFECT ORDER,TV,12,Geneon Universal Entertainment,Funimation,White Fox,Manga,24 min. per ep.,R+,626,977,151317,647,24.0,"Oct 10, 2012","Dec 26, 2012",2012,Fall
13333,Tari Tari,7.32,"Music, Slice of Life, School",Tari Tari,TARI TARI,TV,13,Bandai Visual,Sentai Filmworks,P.A. Works,Original,24 min. per ep.,PG-13,2270,1114,133495,534,24.0,"Jul 1, 2012","Sep 23, 2012",2012,Summer
13335,Fuse: Teppou Musume no Torimonochou,7.36,"Action, Drama, Historical, Supernatural",Fusé:Memoirs of a Huntress,伏 鉄砲娘の捕物帳,Movie,1,TV Tokyo,NIS America,TMS Entertainment,Book,1 hr. 50 min.,R-17+,2059,3126,27444,106,110.0,"Oct 20, 2012",Unknown,Unknown,Unknown
13349,Chouyaku Hyakuninisshu: Uta Koi.,7.48,"Comedy, Historical, Romance, Josei",Utakoi,超訳百人一首 うた恋い。,TV,13,TV Tokyo,Unknown,TYO Animations,Manga,24 min. per ep.,PG-13,1639,3317,24468,106,24.0,"Jul 3, 2012","Sep 25, 2012",2012,Summer
13357,High School DxD Specials,7.27,"Ecchi, Comedy, Harem, Romance, Demons, School",Unknown,ハイスクールD×Dスペシャル,Special,6,Genco,Funimation,TNK,Light novel,4 min. per ep.,R+,2479,944,157348,402,4.0,"Mar 21, 2012","Aug 29, 2012",Unknown,Unknown
13367,"Kono Naka ni Hitori, Imouto ga Iru!",6.6,"Comedy, Ecchi, Harem, Mystery, Romance, School",NAKAIMO - My Little Sister Is Among Them!,この中に1人、妹がいる！,TV,12,Lantis,Sentai Filmworks,Studio Gokumi,Light novel,24 min. per ep.,R+,5373,867,172349,229,24.0,"Jul 6, 2012","Sep 28, 2012",2012,Summer
13377,Recorder to Randoseru Re♪,6.87,"Comedy, School, Seinen, Slice of Life",Recorder and Randsell Re,リコーダーとランドセル レ♪,TV,13,Takeshobo,Unknown,Seven,4-koma manga,3 min. per ep.,PG-13,4151,3299,24723,7,3.0,"Apr 4, 2012","Jun 27, 2012",2012,Spring
13379,Okusama wa Michael,6.18,Hentai,Unknown,おくさまは天使 [ミカえる] ♥,OVA,2,ChiChinoya,Unknown,Unknown,Original,25 min. per ep.,Hentai,0,7371,3608,12,25.0,"Apr 20, 2012","Jun 6, 2014",Unknown,Unknown
13391,Rakuen Tsuihou,7.38,"Action, Sci-Fi, Mecha",Expelled from Paradise,楽園追放 -Expelled from Paradise-,Movie,1,Toei Animation,Aniplex of America,Graphinica,Original,1 hr. 43 min.,R+,1967,1629,82228,279,103.0,"Nov 15, 2014",Unknown,Unknown,Unknown
13403,Inu x Boku SS Special,7.6,"Comedy, Supernatural, Shounen",Inu X Boku Secret Service Special,妖狐×僕SS,Special,1,Aniplex,Sentai Filmworks,David Production,Manga,24 min.,PG-13,1270,1722,77004,122,24.0,"Sep 26, 2012",Unknown,Unknown,Unknown
13405,Utsu Musume Sayuri,2.01,"Comedy, Dementia",Striking Daughter,打つ娘サユリ,OVA,1,Unknown,Unknown,Unknown,Original,3 min.,R+,11074,4367,13450,41,3.0,2003,Unknown,Unknown,Unknown
13407,Doudou,5.6,Fantasy,Unknown,Doudou,OVA,2,Unknown,Unknown,Unknown,Original,7 min. per ep.,G,9425,12454,442,0,7.0,2002,2003,Unknown,Unknown
13409,Moyashimon Returns,7.22,"Comedy, Supernatural, School, Seinen",Unknown,もやしもん リターンズ,TV,11,Aniplex,Unknown,Telecom Animation Film,Manga,23 min. per ep.,PG-13,2708,3467,22284,15,23.0,"Jul 6, 2012","Sep 14, 2012",2012,Summer
13411,Guilty Crown: Lost Christmas - An Episode of Port Town,6.94,"Action, Sci-Fi, Super Power, Drama",Guilty Crown:Lost Christmas,ギルティクラウン ロストクリスマス an episode of port town,OVA,1,Nitroplus,Unknown,Production I.G,Original,14 min.,R-17+,3842,1600,84375,83,14.0,"Jul 26, 2012",Unknown,Unknown,Unknown
13421,Wheels,4.6,Comedy,Unknown,WHEELS,OVA,1,Unknown,Unknown,Unknown,Original,3 min.,G,10873,11818,565,0,3.0,2000,Unknown,Unknown,Unknown
13427,PES: Peace Eco Smile,5.65,"Slice of Life, Cars, Space",PES:Peace Eco Smiles,PES:Peace Eco Smile,ONA,7,Unknown,Unknown,Studio 4°C,Original,3 min. per ep.,G,9301,7666,3200,0,3.0,"May 25, 2012","Aug 17, 2012",Unknown,Unknown
13429,Sakasama no Patema: Beginning of the Day,7.39,Sci-Fi,Patema Inverted:Beginning of the Day,サカサマのパテマ Beginning of the Day,Special,4,Asmik Ace,Unknown,Studio Rikka,Unknown,6 min. per ep.,PG-13,1927,3291,24849,19,6.0,"Feb 26, 2012","Aug 25, 2012",Unknown,Unknown
13439,Shinpi no Hou,5.33,"Adventure, Supernatural",The Mystical Laws,神秘の法,Movie,1,Half H.P Studio,Unknown,HS Pictures Studio,Unknown,1 hr. 59 min.,G,10093,9352,1635,1,119.0,"Oct 6, 2012",Unknown,Unknown,Unknown
13441,Shiawasette Naani,5.07,Fantasy,Unknown,しあわせってなあに,OVA,1,Unknown,Unknown,Kyoto Animation,Novel,15 min.,PG,10500,10496,978,0,15.0,"Jul 9, 1991",Unknown,Unknown,Unknown
13449,Shippuu! Iron Leaguer: Silver no Hata no Moto ni,Unknown,"Mecha, Sports",Unknown,疾風！ アイアンリーガー 銀光の旗の下に,OVA,5,Unknown,Unknown,Sunrise,Original,30 min. per ep.,PG-13,12003,13051,345,1,30.0,"Nov 21, 1994","Apr 25, 1995",Unknown,Unknown
13457,Tomodachi 8-nin,Unknown,"Comedy, Kids",Unknown,ともだち8にん,TV,398,Unknown,Unknown,Egg,Original,1 min. per ep.,G,12548,14029,256,0,1.0,"Mar 28, 2011","Jan 5, 2019",2011,Spring
13469,Hyouka: Motsubeki Mono wa,7.37,"Mystery, School, Slice of Life",Unknown,氷菓 持つべきものは,OVA,1,Unknown,Funimation,Kyoto Animation,Light novel,25 min.,PG-13,2035,1080,136585,155,25.0,"Jul 8, 2012",Unknown,Unknown,Unknown
13517,Ryuugajou Nanana no Maizoukin,6.6,"Comedy, Supernatural",Nanana's Buried Treasure,龍ヶ嬢七々々の埋蔵金,Special,1,Unknown,Unknown,A-1 Pictures,Light novel,2 min.,PG-13,5355,4559,11954,23,2.0,"Dec 26, 2011",Unknown,Unknown,Unknown
13535,Binbougami ga!,7.73,"Comedy, Parody, Shounen, Supernatural",Good Luck Girl!,貧乏神が!,TV,13,TV Tokyo,Funimation,Sunrise,Manga,23 min. per ep.,PG-13,954,763,195938,1182,23.0,"Jul 5, 2012","Sep 27, 2012",2012,Summer
13543,Nantokashite Alguard,4.61,"Music, Super Power",Unknown,なんとかして アルガード,ONA,1,Unknown,Unknown,Unknown,Original,1 min.,G,10875,12697,395,0,1.0,"Jan 31, 2012",Unknown,Unknown,Unknown
13551,Shuukan Storyland,Unknown,"Slice of Life, Comedy, Drama, Seinen",Unknown,週刊ストーリーランド,TV,56,Nippon Television Network,Unknown,Satelight,Original,25 min. per ep.,PG-13,12089,12430,446,1,25.0,"Oct 14, 1999","Sep 13, 2001",1999,Fall
13559,Lovely Day: Boku to Kanojo no Nana Nichikan,6.03,Hentai,Unknown,ラブリディ ～僕と彼女の七日間～,OVA,1,Studio 9 MAiami,Unknown,Unknown,Manga,19 min.,Hentai,0,7038,4078,11,19.0,"Mar 23, 2012",Unknown,Unknown,Unknown
13561,Guilty Crown: 4-koma Gekijou,7.0,Comedy,Unknown,ギルクラ4コマ劇場 ぎる亭くら雲,Special,11,Aniplex,Funimation,Production I.G,4-koma manga,1 min. per ep.,R-17+,3636,3477,22209,31,1.0,"Jan 25, 2012","Nov 21, 2012",Unknown,Unknown
13563,The Four Seasons,6.27,Slice of Life,Unknown,The Four Seasons,ONA,4,Unknown,Unknown,P.A. Works,Original,8 min. per ep.,G,7029,9017,1883,2,8.0,"Mar 28, 2012",Unknown,Unknown,Unknown
13585,Natsuyuki Rendezvous,7.29,"Supernatural, Drama, Romance, Josei",Natsuyuki Rendezvous,夏雪ランデブー,TV,11,Fuji TV,Sentai Filmworks,Doga Kobo,Manga,23 min. per ep.,PG-13,2363,1864,66716,227,23.0,"Jul 6, 2012","Sep 14, 2012",2012,Summer
13587,Persona 4 the Animation: No One is Alone,7.5,"Sci-Fi, Adventure, Mystery, Super Power, Supernatural, School",Unknown,ペルソナ4アニメーション,Special,1,Aniplex,Sentai Filmworks,AIC ASTA,Game,30 min.,PG-13,1581,2562,39507,34,30.0,"Aug 22, 2012",Unknown,Unknown,Unknown
13595,"Suki de Suki de, Suki de The Animation",6.87,Hentai,Unknown,"好きで好きで, すきで THE ANIMATION",OVA,2,Pink Pineapple,Unknown,Office Takeout,Manga,30 min. per ep.,Hentai,0,4987,9618,84,30.0,"Jun 29, 2012","Sep 28, 2012",Unknown,Unknown
13599,Robotics;Notes,7.35,"Sci-Fi, Mystery, Drama, Mecha, School",Robotics;Notes,ロボティクス・ノーツ,TV,22,Aniplex,Funimation,Production I.G,Visual novel,23 min. per ep.,PG-13,2098,937,157614,587,23.0,"Oct 12, 2012","Mar 22, 2013",2012,Fall
